HZ,JGDEC,CFREQ,PINYIN,JIESHI,ENGLISH,FIND,RCNT
敖,二丨万攵,14,áo,出游，闲游：“以～以游”。#古同“熬”，煎熬。#姓。,ramble#play about#leisurely,0,4
赘,敖贝,0,zhuì,多余的，多而无用的：累～。～述。～言。～词。#招女婿：～婿。入～。招～。#会聚。#方言，使受累赘：这孩子～得我什么也干不了。#古同“缀”，连结。,unnecessary#superfluous,0,2
抉,扌夬,0,jué,剔出：～择。～摘。～剔。,choose#select#gouge,0,2
淤,氵於,0,yū,水道被泥沙阻塞：～塞。～积。～滞。～埋。#河沟中沉积的泥沙：～泥。～溉。#同“瘀”。,mud#sediment#clog up,0,2
剌,束刂,2,là#lá,违背常情、事理：乖～。～谬。～戾。,slash#cut in two#contradict,0,2
娼,女昌,0,chāng,妓女：～妓。～寮。#古同“倡”，唱戏的女子。。,prostitute#harlot,0,2
顼,王页,0,xū,古帝“颛顼”的省称，见“颛”。#姓。,grieved,0,2
葵,艹癸,0,kuí,〔向日～〕一年生草本植物，茎很高，开大黄花，花常朝向太阳，子可食，亦可榨油。简称“葵”，如“～花”，“～心”。,sunflower#measure,0,2
哝,口农,0,nóng,〔～～〕小声说话，如“唧唧～～”。,whisper,0,2
酣,酉甘,0,hān,酒喝得很畅快：～饮。半～。～醉。酒～耳热。#尽量，痛快：～畅。～赏。～眠。～然。#浓，盛：～春。,enjoy intoxicants,0,2
麓,林鹿,0,lù,山脚下：山～。华山北～。#古代掌管苑囿的官吏。,foot of hill#foothill,0,2
钵,钅本,0,bō,洗涤或盛放东西的陶制的器具：～子。饭～。茶～。乳～。,earthenware basin#alms bowl,0,2
琅,王良,0,láng,〔～～〕①象声词，金石相击声；②象声词，响亮的读书声，如“书声～～”。#〔～玕〕像珠子的美石。#〔～玡〕山名，在中国山东省。,pure,0,2
簸,竹其皮,0,bò#bǒ,〔～箕〕①扬糠除秽、清理垃圾的器具，用竹篾、柳条或铁皮制成，三面有边沿，一面敞口；②簸箕形的指纹。,winnower,0,3
禾,禾,112,hé,谷类植物的统称：～苗。～本科。#古代指粟。,rice plant,0,1
铢,钅朱,0,zhū,古代重量单位，二十四铢等于旧制一两：～两。锱～。～积寸累。#不锋利：～钝。,unit of weight,0,2
璧,辟玉,0,bì,平圆形中间有孔的玉，古代在典礼时用作礼器，亦可作饰物。#美玉的通称：～人。～日。～月。,piece of jade with hole in it,0,2
娠,女辰,0,shēn,胎儿在母体中微动，泛指怀孕：妊～。,pregnant,0,2
彗,丰丰彐,3,huì,扫帚：～星。,broomstick#comet,0,3
惋,忄宛,0,wǎn,叹惜，憾恨：～惜。～伤。～叹。悲～。哀～。,regret#be sorry#alarmed,0,2
腋,月夜,0,yè,胳肢窝，上肢同肩膀相连处靠里凹入的部分：～窝。～下。集～成裘。#其他生物体上与腋类似的部分：～芽。,armpit,0,2
螂,虫郎,0,láng,〔螳～〕见“螳”。#〔蜣～〕见“蜣”。#〔蟑～〕见“蟑”。#〔蚂～〕见“蚂2”。,mantis#dung beetle,0,2
阪,阝反,0,bǎn,同“坂”。#崎岖硗薄的地方：～田。,hillside farmland#slope,0,2
掣,制手,0,chè,拉，拽：～肘。～后腿。风驰电～。#抽：～签。,drag#pull,0,2
劾,亥力,0,hé,揭发罪状：弹～。参～。,examine into#impeach#charge,0,2
沥,氵历,0,lì,液体一滴一滴地落下：～血。呕心～血。#滤，漉：～酒。#液体的点滴：余～。～液。,trickle#drip#strain,0,2
粱,氵刃丶米,0,liáng,粟的优良品种的总称：一枕黄～。#〔高～〕一年生草本植物，子实红褐色，可食，亦可酿酒、制淀粉。杆可用来编席、造纸等。#精美的主食：膏～。～糗。～肉。,better varieties of millet,0,4
嚓,口察,0,cā#chā,象声词：～～的脚步声。,N/A,0,2
惮,忄单,0,dàn#dá,怕，畏惧：忌～。～服。肆无忌～。过则不～改。#劳苦，因劳成疾：哀我～人。,dread#shrink from#shirk,0,2
氖,气乃,0,nǎi,一种气体元素，无色无臭，不易与其他元素化合。可用来制霓虹灯和指示灯。,neon,0,2
捎,扌肖,0,shāo#shào,顺便给别人带东西：～带。～话。～信。#掠拂：“风～鲪滴难开幌”。#芟除：“拔剑～罗网”。,to select#to take#to carry,0,2
羔,丷王灬,3,gāo,小羊：羊～。～羊。～儿皮。#泛指动物的幼崽儿：鹿～儿。牛～儿。,lamb#kid,0,3
俟,亻矣,0,sì#qí,等待：～机进攻。〔～次〕依次。,wait for#wait until#as soon as,0,2
渲,氵宣,0,xuàn,把水、墨淋在纸上再擦匀的画法：～染。,add repeated washes of color,0,2
榄,木览,0,lǎn,〔橄～〕见“橄”。,olive,0,2
茧,艹虫,0,jiǎn,某些昆虫的幼虫在变成蛹之前吐丝做成的壳：蚕～。～眉。#同“趼”。,cocoon#callus#blister,0,2
霓,雨兒,0,ní,虹的一种，亦称“副虹”。形成的原因和虹相同，只是光线在水珠中的反射多了一次，红色在内，紫色在外。,rainbow#variegated#colored,0,2
鹉,武鸟,0,wǔ,〔鹦～〕见“鹦”。,species of parrot,0,2
胥,疋月,6,xū,古代的小官：～吏。钞～。#全，都：万事～备。民～然矣。#蟹酱：蟹～。#姓。,all#together#mutually,0,2
琶,王王巴,0,pá,〔琵～〕见“琵”。,guitar-like instrument,0,3
撬,扌毳,0,qiào,用杠棒或尖利的工具借助支点拨动或挑起东西：把瓶盖～开。溜门～锁。把这块大石头～下来运走。～杠。,lift#raise#pry open,0,2
橘,木矞,0,jú,常绿乔木，果实称“橘子”，多汁，味酸甜可食。种子、树叶、果皮均可入药：～红。～络。～黄色。～化为枳。,orange#tangerine,0,2
拈,扌占,0,niān,用手指搓捏或拿东西：～须。～轻怕重。,pick up with fingers#draw lots,0,2
笆,竹巴,0,bā,用竹子、柳条、荆条等编成的像席箔那样的东西：竹篾～。荆～。篱～。,bamboo fence,0,2
痊,疒全,0,quán,病好了，恢复健康：～愈。～可。,be healed#be cured#recover,0,2
亟,了叹一,1,jí#qì,急切：～～。～待解决。～须纠正。,urgently#immediately#extremely,0,3
渭,氵胃,0,wèi,〔～河〕水名，源出中国甘肃省，流入陕西省，会泾水入黄河。,name of a river in Shanxi,0,2
狙,犭且,0,jū,古书上说的一种猴子。#窥伺：～伺。～刺。～诈。～击。,an ape#monkey#to spy,0,2
珂,王可,0,kē,玉名：鸣～。～雪。#马笼头的装饰：玉～。～月。,inferior kind of jade,0,2
刨,包刂,0,páo#bào,挖掘：～坑。～土。～根问底。#减，除去：～去五天。,carpenter's plane#plane#level,0,2
蜕,虫兑,0,tuì,蝉或蛇等脱下来的皮：蛇～。蝉～。#蛇、蝉等动物脱皮：～皮。#鸟换毛。#解脱，变化：～化。～变。,molt,0,2
谚,讠彦,0,yàn,群众中流传的固定语句，常用简单的话反映出普遍而深刻的道理：～语。俗～。民～。古～。,proverb#maxim,0,2
憧,忄童,0,chōng,〔～～〕往来不定，摇曳不定，如“人影～～”。#〔～憬〕向往，如“～～未来”。#心意不定。,indecisive#yearn for,0,2
瞟,目票,0,piǎo,斜着眼睛看：用眼～他。,glare at#squint,0,2
馒,饣曼,0,mán,〔～头〕①一种用发面蒸成的食品，圆形或长方形，无馅；②方言，指包子。,steamed bread,0,2
拗,扌幼,0,ǎo#ào#niù,弯曲使断，折：竹竿～断了。,to pull#drag#break off,0,2
帚,彐冖巾,2,zhǒu,扫除尘土、垃圾的用具：扫～。笤～。,broom#broomstick,0,3
钗,钅叉,0,chāi,妇女的一种首饰，由两股簪子合成：金～。玉～。裙～。荆～布裙。,ornamental hairpin,0,2
哧,口赤,0,chī,象声词：～的一声撕下一张纸来。～～地笑。,N/A,0,2
喋,口枼,0,dié#zhá,〔～～〕啰唆，语言烦琐，如“～～不休。”#〔～血〕血流满地，形容杀人多，如“～～沙场”。,nag#chatter#babble,0,2
箫,竹肃,0,xiāo,管乐器名，古代的“排箫”是许多管子排在一起的，现代用一根管子，竖着吹，亦称“洞箫”。#弓的末端。,bamboo flute,0,2
刁,刁,1,diāo,狡猾，无赖：～棍。～滑。#〔～斗〕古代军中用具，白天用来烧饭，夜间击以巡更。,tricky#sly#crafty,0,1
怦,忄平,0,pēng,象声词，形容心跳：～然心动。心里～～地跳着。,eager#ardent#impulsive,0,2
缭,纟尞,0,liáo,绕，缠绕：～绕。～乱。#用针线缝缀：～缝。～贴边。,wind round#rap around#bind,0,2
迥,辶冋,0,jiǒng,远：～异。～然。～乎。～殊。～若两人。,distant#far#separated,0,2
湄,氵眉,0,méi,河岸，水与草交接的地方。,water's edge#shore#bank,0,2
磐,般石,0,pán,大石，纡回层迭的山石：～石。～互。～辟。～礴。#古同“盘”，盘桓。,large rock#boulder#firm,0,2
渝,氵俞,0,yú,改变，违背：忠贞不～。生死不～。#中国重庆直辖市的别称。因为重庆境内嘉陵江古称渝水，“渝”也作为重庆的简称沿用至今。,change#chongqing,0,2
冗,冖几,2,rǒng,闲散的，多余无用的：～人。～长。～员。～赘。#忙，繁忙的事：拨～。～务缠身。,excessive#superfluous,0,2
闵,门文,1,mǐn,忧忠，凶丧：～凶。#古同“悯”，怜恤，哀伤。#古同“悯”，忧虑。#勉力：～勉。#昏味，糊涂：～然不敏。#姓。,mourn#grieve#urge on,0,2
噶,口葛,0,gá,〔～伦〕中国原西藏地方政府的主要官员。#〔～厦〕藏语“发布命令的机关”，即中国原西藏地方政府，由噶伦四人组成，一九五九年后解散。#译音字。,used in transliterations,0,2
黏,黍占,0,nián,像胶或糨糊的性质：～性。～液。～土。～米。,stick to#glutinous#sticky,0,2
蕃,艹番,0,fán,茂盛：～茂。～昌。～芜。#繁多：～衍。,foreign things,0,2
弼,弓百弓,0,bì,辅佐：～士。～匡。～导。～谐。,aid#assist#help,0,3
驿,马又二丨,0,yì,旧时供传递公文的人中途休息、换马的地方，亦指供传递公文用的马：～站。～馆。～丞。～吏。#现为地名用字：龙泉～。#古同“绎”，络绎。,relay station,0,4
淄,氵甾,0,zī,〔～河〕水名，在中国山东省。#古同“缁”，黑色。,river in Shandong province,0,2
饺,饣交,0,jiǎo,包成半圆形的有馅的面食：～子。水～儿。,stuffed dumplings,0,2
踞,足居,0,jù,蹲，坐：龙蹯虎～。～坐。箕～。#占据：～守。盘～。雄～一方。,crouch#squat#sit,0,2
韬,韦舀,0,tāo,弓或剑的套子。#隐藏，隐蔽：～光养晦。#用兵的谋略：～钤。～略。,sheath#scabbard#bow case,0,2
婷,女亭,0,tíng,〔～～〕形容人或花木美好。#〔娉～〕见“娉”。,pretty#attractive#graceful,0,2
唆,口夋,0,suō,挑动别人去做坏事：～使。教～。调～。,make mischief#incite#instigate,0,2
蜒,虫延,0,yán,〔～蚰〕即“蛞蝓”。#〔蚰～〕见“蚰”。#〔蜿～〕见“蜿”。,millipede,0,2
偎,亻畏,0,wēi,紧挨着，亲密地靠着：～傍。～倚。～依。依～。小孩儿～在母亲的怀里。,cling to#cuddle#embrace,0,2
榨,木窄,0,zhà,压出物体里汁液的器具：油～。#〔～菜〕①二年生草本植物，芥菜的变种，茎膨大成瘤状，可食、腌制而成副食品。#逼取他人的财物：～取。压～。,a vegetable,0,2
漉,氵鹿,0,lù,液体慢慢地渗下，滤过：渗～。～网。,filter#strain#wet,0,2
碉,石周,0,diāo,〔～堡〕军事上防守用的构筑物。,room made of stone#watchtower,0,2
皈,白反,0,guī,〔～依〕原指佛教的入教仪式，后泛指信奉佛教或参加其他宗教组织。亦作“归依”。,follow#comply with,0,2
矜,矛今,0,jīn#qín#guān,怜悯，怜惜：～悯。～惜。～恤。#自尊，自大，自夸：～夸。～伐。～恃。骄～。#庄重，拘谨：～持。～重。,pity#show sympat,0,2
笈,竹及,0,jí,书箱：负～从师。,bamboo box used carry books,0,2
枷,木加,0,jiā,旧时一种套在脖子上的刑具：～锁。～号。,cangue scaffold,0,2
鲨,沙鱼,0,shā,〔～鱼〕海洋中的大鱼，种类很多。有的种类头上有一喷水孔。性凶猛，捕食其他鱼类。鳍称鱼翅，是珍贵的食品。皮可制革。肝可制鱼肝油。亦作“沙鱼”；亦称“鲛”。,shark,0,2
蹑,足聂,0,niè,踩，踏：“张良、陈平～汉王足”。～足。#追踪，跟随，轻步行走的样子：追～。～踪。～手～脚。,tread#step on#follow,0,2
瀚,氵翰,0,hàn,广大：～海。～～。浩～。,vast#wide#extensive,0,2
酪,酉各,0,lào,用动物的乳汁做成的半凝固食品：奶～。干～。～蛋白。#用果实做的糊状食品：果～。杏仁～。,cream#cheese#koumiss,0,2
谑,讠虐,0,xuè,开玩笑：戏～。～浪。谐～。～而不虐。,jeer,0,2
癖,疒辟,0,pǐ,对事物的偏爱成为习惯：～习。～好。～性。～爱。～痼。洁～。#中医指饮水不消的病。#古同“痞”，痞块。,craving#indigestion,0,2
烬,火尽,0,jìn,物体燃烧后剩下的东西：灰～。烛～。余～。,cinders#ashes#embers,0,2
揩,扌皆,0,kāi,擦，抹：～背。～油。～鼻涕。～眼泪。,rub and wipe#dust#clean,0,2
炙,炙,0,zhì,烤：～兔。焚～忠良。～手可热。#烤肉：脍～人口。#喻受到熏陶：亲～。,roast#broil#toast,0,1
蜷,虫卷,0,quán,身体弯曲：～伏。～卧。～缩。～作一团。,curl one's body,0,2
侏,亻朱,0,zhū,〔～儒〕身材异常矮小的人。,small#little#tiny,0,2
凋,冫周,0,diāo,衰落：～谢。～残。～枯。～萎。～零。～敝。,be withered#fallen#exhausted,0,2
漪,氵猗,0,yī,水波纹：～沦。～澜。清～。涟～。,ripples on water#swirling,0,2
悻,忄幸,0,xìng,怨恨，恼怒：～然。～～而去。,anger#vexation#angry,0,2
蹋,足日羽,0,tà,踏：“舞辄数十人相随，～地为节。”#踢：“穿域～鞠”。,step on#tread on#stumble,0,3
讪,讠山,0,shàn,讥笑：～笑。～骂。#不好意思，难为情的样子：～～。搭～。,abuse#slander#vilify,0,2
搐,扌畜,0,chù,牵动，肌肉抖动：抽～。～缩。～动。,cramp#spasm#convulsion,0,2
碘,石典,0,diǎn,一种非金属元素，供制医药、染料等用。人体中缺少碘会引起甲状腺肿。,iodine,0,2
帛,白巾,6,bó,丝织品的总称：布～。～书。～画。化干戈为玉～。竹～。简蠹～裂。,silks#fabrics#wealth,0,2
诠,讠全,0,quán,解释：～解。～注。～释。～证。～言。～次。#事物的理：直～。发必中～。～有专长。博～多才。#分门别类的有系统的知识：～说。哲～。数～。,explain#expound#comment on,0,2
碾,石展,0,niǎn,把东西轧碎或压平的器具：～子。石～。汽～。#轧：～米。～坊。,roller#crush#roll,0,2
擂,扌雷,0,léi#lèi,研磨：～成细末。#打：～鼓。自吹自～。,rub#grind,0,2
苯,艹本,0,běn,一种有机化合物，无色液体，有特殊的气味，可从煤焦油，石油中提取，是多种化学工业的原料和溶剂。,benzene#luxuriant,0,2
诃,讠可,0,hē,〔～子〕常绿乔木，果实像橄榄，可入药。亦称“藏青果”。#同“呵”。,scold loudly#curse#abuse,0,2
铎,钅又二丨,0,duó,大铃，形如铙、钲而有舌，古代宣布政教法令用的，亦为古代乐器。盛行于中国春秋至汉代：木～。铃～。～舞。,bell#surname,0,4
戊,戊,6,wù,天干的第五位，用作顺序第五的代称。,5th heavenly stem,0,1
荀,艹旬,0,xún,传说中的一种香草。#姓。,surname#ancient state#plant,0,2
驹,马句,0,jū,少壮的骏马，有时用以喻少年英俊的人：千里～。白～过隙；～隙；～阴；～光。#小马，又指小驴、小骡：马～子。驴～子。,colt#fleet#swift,0,2
攫,扌矍,0,jué,抓取：～取。～夺。,snatch away#seize#catch with,0,2
憬,忄景,0,jǐng,醒悟：～悟。～然。,rouse#awaken#become conscious,0,2
